index,"Order ID",Date,stock,category,size,color
0,405-8078784-5731545,22/04/30,5,"AN : LEGGINGS",L,Red
1,171-9198151-1101146,22/04/30,5,"AN : LEGGINGS",M,Red
2,404-0687676-7273146,22/04/30,3,"AN : LEGGINGS",S,Red
3,403-9615377-8133951,22/04/30,6,"AN : LEGGINGS",XL,Red
4,407-1069790-7240320,22/04/30,3,"AN : LEGGINGS",XXL,Red
5,404-1490984-4578765,22/04/30,11,"AN : LEGGINGS",L,Orange
6,408-5748499-6859555,22/04/30,3,"AN : LEGGINGS",M,Orange
7,406-7807733-3785945,22/04/30,16,"AN : LEGGINGS",S,Orange
8,407-5443024-5233168,22/04/30,8,"AN : LEGGINGS",XL,Orange
9,402-4393761-0311520,22/04/30,14,"AN : LEGGINGS",XXL,Orange
10,407-5633625-6970741,22/04/30,1,"AN : LEGGINGS",L,Maroon
11,171-4638481-6326716,22/04/30,2,"AN : LEGGINGS",M,Maroon
12,405-5513694-8146768,22/04/30,2,"AN : LEGGINGS",S,Maroon
13,408-7955685-3083534,22/04/30,2,"AN : LEGGINGS",XL,Maroon
14,408-1298370-1920302,22/04/30,3,"AN : LEGGINGS",XXL,Maroon
15,403-4965581-9520319,22/04/30,10,"AN : LEGGINGS",L,Purple
16,406-9379318-6555504,22/04/30,4,"AN : LEGGINGS",M,Purple
17,405-9013803-8009918,22/04/30,6,"AN : LEGGINGS",S,Purple
18,402-4030358-5835511,22/04/30,3,"AN : LEGGINGS",XL,Purple
19,405-5957858-1051546,22/04/30,5,"AN : LEGGINGS",XXL,Purple
20,405-0607769-0716360,22/04/30,9,"AN : LEGGINGS",L,Yellow
21,404-8494550-5860325,22/04/30,7,"AN : LEGGINGS",M,Yellow
22,171-1305077-2813934,22/04/30,6,"AN : LEGGINGS",S,Yellow
23,404-6019946-2909948,22/04/30,7,"AN : LEGGINGS",XL,Yellow
24,402-3384087-4005164,22/04/30,13,"AN : LEGGINGS",XXL,Yellow
25,405-8191138-5176316,22/04/30,10,"AN : LEGGINGS",L,Green
26,403-9230474-9657916,22/04/30,13,"AN : LEGGINGS",M,Green
27,408-3484251-6901959,22/04/30,13,"AN : LEGGINGS",S,Green
28,405-7755803-4729935,22/04/30,15,"AN : LEGGINGS",XL,Green
29,404-5933402-8801952,22/04/30,13,"AN : LEGGINGS",XXL,Green
30,171-9040274-9291563,22/04/30,4,"AN : LEGGINGS",L,Pink
31,403-7056319-0979561,22/04/30,2,"AN : LEGGINGS",M,Pink
32,404-9632124-1107550,22/04/30,4,"AN : LEGGINGS",S,Pink
33,402-1465437-0579556,22/04/30,1,"AN : LEGGINGS",XL,Pink
34,404-7774085-3780319,22/04/30,2,"AN : LEGGINGS",XXL,Pink
35,402-2764952-1492318,22/04/30,4,"AN : LEGGINGS",L,Beige
36,406-0272200-7784379,22/04/30,7,"AN : LEGGINGS",M,Beige
37,403-4367956-2849158,22/04/30,4,"AN : LEGGINGS",S,Beige
38,403-4367956-2849158,22/04/30,3,"AN : LEGGINGS",XL,Beige
39,403-4242957-8599555,22/04/30,3,"AN : LEGGINGS",XXL,Beige
40,408-7165704-5643524,22/04/30,5,"AN : LEGGINGS",L,"Navy Blue"
41,402-8210765-3935569,22/04/30,3,"AN : LEGGINGS",M,"Navy Blue"
42,406-7398201-3869914,22/04/30,4,"AN : LEGGINGS",S,"Navy Blue"
43,408-3478480-0881162,22/04/30,2,"AN : LEGGINGS",XL,"Navy Blue"
44,402-7595162-9129931,22/04/30,2,"AN : LEGGINGS",XXL,"Navy Blue"
45,171-6876154-6233146,22/04/30,2,"AN : LEGGINGS",L,Black
46,408-3917043-5314763,22/04/30,1,"AN : LEGGINGS",M,Black
47,408-9281152-6213100,22/04/30,7,"AN : LEGGINGS",S,Black
48,403-3496411-3082707,22/04/30,3,"AN : LEGGINGS",XL,Black
49,171-9208368-0157156,22/04/30,3,"AN : LEGGINGS",XXL,Black
50,408-2137113-0982751,22/04/30,11,"AN : LEGGINGS",L,White
51,402-3628566-9688333,22/04/30,8,"AN : LEGGINGS",M,White
52,408-7138000-9728362,22/04/30,13,"AN : LEGGINGS",S,White
53,402-1752649-2274748,22/04/30,21,"AN : LEGGINGS",XL,White
54,402-7944191-1869101,22/04/30,12,"AN : LEGGINGS",XXL,White
55,407-4063876-9566742,22/04/30,2,"AN : LEGGINGS",L,Brown
56,403-0752752-4656334,22/04/30,7,"AN : LEGGINGS",M,Brown
57,406-8879861-2081117,22/04/30,8,"AN : LEGGINGS",S,Brown
58,406-8089333-7941903,22/04/30,6,"AN : LEGGINGS",XL,Brown
59,171-3072652-6805159,22/04/30,8,"AN : LEGGINGS",XXL,Brown
60,171-2592464-6846743,22/04/30,33,BLOUSE,FREE,Pink
61,404-2262140-4696366,22/04/30,117,BLOUSE,FREE,Black
62,404-2262140-4696366,22/04/30,38,BLOUSE,FREE,Beige
63,405-3594372-1614709,22/04/30,16,BLOUSE,FREE,Red
64,407-2974257-4781134,22/04/30,112,BLOUSE,FREE,Black
65,171-4137548-0481151,22/04/30,0,BLOUSE,FREE,Black
66,405-4461562-9113959,22/04/30,56,BLOUSE,FREE,Pink
67,404-4535078-5241919,22/04/30,35,BLOUSE,FREE,Red
68,405-8387725-2971512,22/04/30,0,BLOUSE,FREE,Red
69,405-6480932-8759528,22/04/30,575,BLOUSE,FREE,Black
70,405-9966506-3155561,22/04/30,75,BLOUSE,FREE,Beige
71,408-7029737-8028367,22/04/30,22,BLOUSE,FREE,Pink
72,407-2189901-7515567,22/04/30,399,BLOUSE,FREE,Black
73,402-2105657-2899562,22/04/30,0,BLOUSE,FREE,Black
74,406-1326801-8886709,22/04/30,73,BLOUSE,FREE,Beige
75,408-7760667-5809130,22/04/30,14,BLOUSE,FREE,Pink
76,405-8457623-9269955,22/04/30,24,BLOUSE,FREE,Red
77,408-6820155-3521913,22/04/30,208,BLOUSE,FREE,Black
78,403-6190683-2687538,22/04/30,39,BLOUSE,FREE,Beige
79,408-4069830-3819562,22/04/30,76,BLOUSE,FREE,Pink
80,408-4069830-3819562,22/04/30,0,BLOUSE,FREE,Pink
81,408-4069830-3819562,22/04/30,38,BLOUSE,FREE,Red
82,171-7367545-7081126,22/04/30,628,BLOUSE,FREE,Black
83,404-6522553-9345930,22/04/30,0,BLOUSE,FREE,Black
84,403-9950518-0349133,22/04/30,0,BLOUSE,FREE,Black
85,407-6599093-6553153,22/04/30,1,BLOUSE,FREE,Black
86,403-3763475-2237125,22/04/30,0,BLOUSE,FREE,Black
87,405-1492294-0323520,22/04/30,106,BLOUSE,FREE,Beige
88,403-1162895-2484367,22/04/30,0,BLOUSE,FREE,Beige
89,171-6833843-5473114,22/04/30,0,BLOUSE,FREE,Beige
90,403-1477057-8253913,22/04/30,50,BLOUSE,FREE,Pink
91,408-2114413-6089906,22/04/30,103,BLOUSE,FREE,Red
92,405-1879750-2639521,22/04/30,199,BLOUSE,FREE,Black
93,406-5727754-5302723,22/04/30,98,BLOUSE,FREE,Beige
94,405-0901744-8270705,22/04/30,201,BLOUSE,FREE,Black
95,405-9112089-3379536,22/04/30,0,BLOUSE,FREE,Black
96,408-6357132-2310703,22/04/30,10,BLOUSE,FREE,Beige
97,406-5334922-9670748,22/04/30,8,BLOUSE,FREE,Pink
98,402-8519791-3706738,22/04/30,31,BLOUSE,FREE,Gold
99,408-1830318-0357940,22/04/30,448,BLOUSE,FREE,Gold
100,406-5103760-7326749,22/04/30,0,BLOUSE,FREE,Gold
101,402-7841951-1872363,22/04/30,45,BLOUSE,FREE,Gold
102,408-7698765-2294756,22/04/30,0,BLOUSE,FREE,Gold
103,404-1856281-9996319,22/04/30,31,BLOUSE,FREE,Pink
104,406-5406738-7113145,22/04/30,30,BLOUSE,FREE,Red
105,405-5257740-5301158,22/04/30,23,BLOUSE,FREE,Red
106,405-5257740-5301158,22/04/30,63,BLOUSE,FREE,Red
107,405-2072502-4089911,22/04/30,42,BLOUSE,FREE,Black
108,405-0882561-5952340,22/04/30,20,BLOUSE,FREE,Gold
109,403-7266170-1163500,22/04/30,68,BLOUSE,FREE,Gold
110,405-8114272-1687512,22/04/30,23,BLOUSE,FREE,Gold
111,171-6138639-1478731,22/04/30,114,BLOUSE,FREE,Black
112,405-4059216-4541150,22/04/30,20,BLOUSE,FREE,Beige
113,405-1152015-7333945,22/04/30,0,BLOUSE,FREE,Beige
114,406-0177436-6731556,22/04/30,49,BLOUSE,FREE,Red
115,406-0715107-8168308,22/04/30,488,BLOUSE,FREE,Black
116,403-0104882-7373900,22/04/30,0,BLOUSE,FREE,Black
117,403-0104882-7373900,22/04/30,48,BLOUSE,FREE,Black
118,403-0104882-7373900,22/04/30,17,BLOUSE,FREE,Red
119,405-3002282-6797102,22/04/30,7,BLOUSE,FREE,Chiku
120,407-8466904-3461908,22/04/30,21,BLOUSE,FREE,Black
121,171-3305587-5364338,22/04/30,8,BLOUSE,FREE,Red
122,406-8961316-8137943,22/04/30,18,BLOUSE,FREE,Black
123,406-8961316-8137943,22/04/30,12,BLOUSE,FREE,Red
124,171-2813040-8296320,22/04/30,12,BLOUSE,FREE,Black
125,408-9845791-1393151,22/04/30,30,BLOUSE,FREE,Pink
126,402-4277204-2348328,22/04/30,9,BLOUSE,FREE,Beige
127,171-3049339-2085136,22/04/30,16,BLOUSE,FREE,Gold
128,405-9928526-2470747,22/04/30,11,BLOUSE,FREE,Gold
129,405-4908072-0260360,22/04/30,24,BLOUSE,L,Orange
130,406-3984186-5973150,22/04/30,15,BLOUSE,M,Orange
131,171-8635309-7508346,22/04/30,12,BLOUSE,S,Orange
132,171-0293372-4913973,22/04/30,13,BLOUSE,XL,Orange
133,402-8288606-4313118,22/04/30,6,BLOUSE,XS,Orange
134,402-8746990-6412346,22/04/30,11,BLOUSE,XXL,Orange
135,402-0294212-5431551,22/04/30,1,BLOUSE,FREE,Blue
136,406-1530134-2105912,22/04/30,4,BLOUSE,L,Blue
137,403-5222550-4437140,22/04/30,5,BLOUSE,M,Blue
138,408-1482435-5202714,22/04/30,2,BLOUSE,S,Blue
139,403-6442534-2769112,22/04/30,5,BLOUSE,XL,Blue
140,408-3113070-0750756,22/04/30,8,BLOUSE,XS,Blue
141,404-7796841-1880317,22/04/30,3,BLOUSE,XXL,Blue
142,405-2142542-0941949,22/04/30,0,BLOUSE,FREE,Multicolor
143,405-0286717-7761132,22/04/30,48,BLOUSE,L,Multicolor
144,406-9021273-9221106,22/04/30,89,BLOUSE,M,Multicolor
145,404-5381335-4577925,22/04/30,11,BLOUSE,S,Multicolor
146,171-0131752-2560336,22/04/30,5,BLOUSE,XL,Multicolor
147,407-4235449-1353916,22/04/30,18,BLOUSE,XS,Multicolor
148,171-8061614-5688327,22/04/30,86,BLOUSE,XXL,Multicolor
149,407-8248783-4261958,22/04/30,4,BLOUSE,L,Multicolor
150,404-6513062-3876305,22/04/30,4,BLOUSE,M,Multicolor
151,406-7779874-9136347,22/04/30,3,BLOUSE,S,Multicolor
152,406-9638549-1733961,22/04/30,8,BLOUSE,XL,Multicolor
153,407-8801185-0134713,22/04/30,4,BLOUSE,XS,Multicolor
154,171-3625443-6505905,22/04/30,7,BLOUSE,XXL,Multicolor
155,402-8078642-8565124,22/04/30,30,BLOUSE,L,Peach
156,402-2820441-9623566,22/04/30,44,BLOUSE,M,Peach
157,171-4312987-5366767,22/04/30,11,BLOUSE,S,Peach
158,403-5189998-9343503,22/04/30,16,BLOUSE,XL,Peach
159,407-9863928-5979501,22/04/30,29,BLOUSE,XS,Peach
160,171-4644162-9093116,22/04/30,19,BLOUSE,XXL,Peach
161,406-0974406-3179521,22/04/30,4,BLOUSE,L,Multicolor
162,402-0048138-1845122,22/04/30,4,BLOUSE,M,Multicolor
163,407-6283946-7749133,22/04/30,7,BLOUSE,S,Multicolor
164,407-0542879-1795554,22/04/30,3,BLOUSE,XL,Multicolor
165,406-0218328-1773963,22/04/30,7,BLOUSE,XS,Multicolor
166,407-3742007-3242711,22/04/30,3,BLOUSE,XXL,Multicolor
167,407-3742007-3242711,22/04/30,20,BLOUSE,L,Blue
168,405-3067317-3360344,22/04/30,22,BLOUSE,M,Blue
169,406-5648244-8317954,22/04/30,13,BLOUSE,S,Blue
170,171-3460653-0171519,22/04/30,27,BLOUSE,XL,Blue
171,404-5337874-2284337,22/04/30,17,BLOUSE,XS,Blue
172,405-2660443-4165145,22/04/30,25,BLOUSE,XXL,Blue
173,402-3329522-2367566,22/04/30,2,BLOUSE,L,Grey
174,406-3078054-1755513,22/04/30,2,BLOUSE,M,Grey
175,171-4647176-6456305,22/04/30,11,BLOUSE,S,Grey
176,408-5011528-8276347,22/04/30,4,BLOUSE,XL,Grey
177,407-4097885-3129958,22/04/30,4,BLOUSE,XS,Grey
178,171-1224053-5752314,22/04/30,3,BLOUSE,XXL,Grey
179,406-2849582-6531553,22/04/30,51,BLOUSE,L,Multicolor
180,407-5875767-6399551,22/04/30,34,BLOUSE,M,Multicolor
181,171-6336729-6763536,22/04/30,51,BLOUSE,S,Multicolor
182,404-3907920-5281963,22/04/30,26,BLOUSE,XL,Multicolor
183,408-7310428-6047538,22/04/30,59,BLOUSE,XS,Multicolor
184,403-2608092-6065935,22/04/30,32,BLOUSE,XXL,Multicolor
185,404-9760385-9109154,22/04/30,2,BLOUSE,L,Beige
186,405-0732969-3941948,22/04/30,2,BLOUSE,M,Beige
187,402-2720308-2560327,22/04/30,8,BLOUSE,S,Beige
188,402-0589123-6183541,22/04/30,2,BLOUSE,XL,Beige
189,408-3874942-9917143,22/04/30,8,BLOUSE,XS,Beige
190,402-1706149-0949104,22/04/30,2,BLOUSE,XXL,Beige
191,407-1672316-3245939,22/04/30,42,BLOUSE,L,Maroon
192,405-1832646-7988329,22/04/30,25,BLOUSE,M,Maroon
193,408-9692204-9817146,22/04/30,39,BLOUSE,S,Maroon
194,402-9339129-6219537,22/04/30,11,BLOUSE,XL,Maroon
195,405-3036350-8089120,22/04/30,9,BLOUSE,XS,Maroon
196,404-6680046-0839536,22/04/30,35,BLOUSE,XXL,Maroon
197,406-2966654-4672325,22/04/30,1,BLOUSE,XXXL,Maroon
198,403-4845285-4565113,22/04/30,2,BLOUSE,FREE,Brown
199,171-4496851-5319548,22/04/30,25,BLOUSE,L,Brown
200,408-3416118-1167564,22/04/30,31,BLOUSE,M,Brown
201,406-1590113-9193914,22/04/30,39,BLOUSE,S,Brown
202,404-0363929-8015528,22/04/30,34,BLOUSE,XL,Brown
203,407-7173744-5333154,22/04/30,31,BLOUSE,XS,Brown
204,405-6880044-2861120,22/04/30,27,BLOUSE,XXL,Brown
205,403-4337144-0984323,22/04/30,5,BLOUSE,L,Black
206,171-1851948-5476361,22/04/30,6,BLOUSE,M,Black
207,171-5810429-4493110,22/04/30,9,BLOUSE,S,Black
208,171-1068229-1581965,22/04/30,6,BLOUSE,XL,Black
209,402-2105140-3584364,22/04/30,12,BLOUSE,XS,Black
210,403-3561336-3563535,22/04/30,4,BLOUSE,XXL,Black
211,402-9532672-5385917,22/04/30,4,BLOUSE,L,Green
212,408-4547464-4180323,22/04/30,5,BLOUSE,M,Green
213,402-2211107-5096323,22/04/30,6,BLOUSE,S,Green
214,403-9412025-7537140,22/04/30,8,BLOUSE,XL,Green
215,403-5456917-5571511,22/04/30,9,BLOUSE,XS,Green
216,171-8452330-4756317,22/04/30,5,BLOUSE,XXL,Green
217,171-4350114-4299568,22/04/30,2,BLOUSE,L,Grey
218,405-8692900-3888310,22/04/30,3,BLOUSE,M,Grey
219,402-6750101-3923558,22/04/30,8,BLOUSE,S,Grey
220,403-5725327-6264327,22/04/30,4,BLOUSE,XL,Grey
221,403-5209693-1173944,22/04/30,6,BLOUSE,XS,Grey
222,403-8255889-7526765,22/04/30,2,BLOUSE,XXL,Grey
223,407-3554912-7244363,22/04/30,1,BLOUSE,FREE,"Navy Blue"
224,407-4737202-9096304,22/04/30,7,BLOUSE,L,"Navy Blue"
225,171-2842936-5423534,22/04/30,5,BLOUSE,M,"Navy Blue"
226,407-4936046-5852304,22/04/30,16,BLOUSE,S,"Navy Blue"
227,407-4936046-5852304,22/04/30,19,BLOUSE,XL,"Navy Blue"
228,402-9580874-3525948,22/04/30,16,BLOUSE,XS,"Navy Blue"
229,404-7426070-1355530,22/04/30,6,BLOUSE,XXL,"Navy Blue"
230,406-4878137-1126707,22/04/30,7,BLOUSE,L,Maroon
231,171-3505516-3505949,22/04/30,3,BLOUSE,M,Maroon
232,406-6199849-7523514,22/04/30,29,BLOUSE,S,Maroon
233,406-6180074-2350757,22/04/30,8,BLOUSE,XL,Maroon
234,406-6180074-2350757,22/04/30,27,BLOUSE,XS,Maroon
235,406-2403215-8361103,22/04/30,4,BLOUSE,XXL,Maroon
236,404-6578109-5618751,22/04/30,32,BLOUSE,L,Black
237,407-2307966-4961113,22/04/30,49,BLOUSE,M,Black
238,404-5539778-0029904,22/04/30,14,BLOUSE,S,Black
239,171-6222676-0740318,22/04/30,20,BLOUSE,XL,Black
240,403-2166075-2254703,22/04/30,29,BLOUSE,XS,Black
241,407-5766340-7411567,22/04/30,26,BLOUSE,XXL,Black
242,404-0634392-1837110,22/04/30,2,BLOUSE,L,White
243,408-2759943-9849959,22/04/30,2,BLOUSE,M,White
244,403-5977671-8855508,22/04/30,15,BLOUSE,S,White
245,408-9321153-0591557,22/04/30,3,BLOUSE,XL,White
246,404-0696150-3898703,22/04/30,6,BLOUSE,XS,White
247,406-7586136-6520337,22/04/30,4,BLOUSE,XXL,White
248,407-6146457-8788352,22/04/30,2,BLOUSE,FREE,Gold
249,404-8514200-3544346,22/04/30,23,BLOUSE,L,Gold
250,404-7452877-2137949,22/04/30,37,BLOUSE,M,Gold
251,402-2703790-2816329,22/04/30,34,BLOUSE,S,Gold
252,407-1515930-8661921,22/04/30,17,BLOUSE,XL,Gold
253,405-9144614-1601126,22/04/30,15,BLOUSE,XS,Gold
254,407-0994909-4122733,22/04/30,9,BLOUSE,XXL,Gold
255,402-7042386-5486768,22/04/30,8,BLOUSE,L,Red
256,403-7652993-1507525,22/04/30,7,BLOUSE,M,Red
257,407-3847456-6656309,22/04/30,18,BLOUSE,S,Red
258,407-3847456-6656309,22/04/30,8,BLOUSE,XL,Red
259,171-7623384-8040337,22/04/30,16,BLOUSE,XS,Red
260,171-7623384-8040337,22/04/30,5,BLOUSE,XXL,Red
261,171-4607096-6413920,22/04/30,9,BLOUSE,L,Black
262,404-6783988-2006729,22/04/30,6,BLOUSE,M,Black
263,404-6975277-1927553,22/04/30,11,BLOUSE,S,Black
264,402-5586272-3646748,22/04/30,4,BLOUSE,XL,Black
265,171-6655820-6440356,22/04/30,13,BLOUSE,XS,Black
266,171-1584788-8864335,22/04/30,2,BLOUSE,XXL,Black
267,402-0150402-0900371,22/04/30,4,BLOUSE,L,Maroon
268,408-6791822-5493964,22/04/30,3,BLOUSE,M,Maroon
269,405-0483874-0889137,22/04/30,11,BLOUSE,S,Maroon
270,407-5600921-2143569,22/04/30,8,BLOUSE,XL,Maroon
271,404-1607808-0769930,22/04/30,27,BLOUSE,XS,Maroon
272,407-5124083-2725136,22/04/30,7,BLOUSE,XXL,Maroon
273,407-4766116-5412325,22/04/30,0,BLOUSE,XXXL,Maroon
274,402-6885004-6990731,22/04/30,2,BLOUSE,S,Olive
275,402-2207276-9869933,22/04/30,61,PANT,L,White
276,407-9494293-9423561,22/04/30,40,PANT,M,White
277,171-6867266-8495534,22/04/30,85,PANT,S,White
278,408-3475592-6193128,22/04/30,22,PANT,XL,White
279,171-1987024-2709164,22/04/30,158,PANT,XS,White
280,406-1522425-5387565,22/04/30,158,PANT,XXL,White
281,171-3270734-5045130,22/04/30,194,PANT,XXXL,White
282,408-4101226-7217932,22/04/30,32,PANT,L,Maroon
283,171-5719664-5449151,22/04/30,25,PANT,M,Maroon
284,403-9400764-4029123,22/04/30,35,PANT,S,Maroon
285,406-8413944-2634744,22/04/30,24,PANT,XL,Maroon
286,406-8271099-5133911,22/04/30,40,PANT,XS,Maroon
287,406-8271099-5133911,22/04/30,4,PANT,XXL,Maroon
288,405-3441326-1516368,22/04/30,4,PANT,XXXL,Maroon
289,408-8009772-6580317,22/04/30,1,BOTTOM,L,White
290,402-4774686-7773937,22/04/30,2,BOTTOM,S,White
291,402-2860689-5652319,22/04/30,3,BOTTOM,XL,White
292,406-6386989-1689108,22/04/30,0,BOTTOM,XS,White
293,408-9720884-9553122,22/04/30,2,BOTTOM,XXL,White
294,408-6428766-2839536,22/04/30,3,BOTTOM,XXXL,White
295,408-8641795-6914711,22/04/30,398,PANT,L,Black
296,402-9475978-1434754,22/04/30,250,PANT,M,Black
297,407-5776821-9327552,22/04/30,347,PANT,S,Black
298,171-6845071-0336346,22/04/30,75,PANT,XL,Black
299,404-7491342-1035558,22/04/30,88,PANT,XS,Black
300,171-6783343-9758701,22/04/30,21,PANT,XXL,Black
301,402-0043314-1059527,22/04/30,59,PANT,XXXL,Black
302,406-6586654-6641140,22/04/30,2,BOTTOM,L,Green
303,405-6120626-0941135,22/04/30,2,BOTTOM,M,Green
304,408-9255314-3102740,22/04/30,1,BOTTOM,S,Green
305,408-3436456-9893130,22/04/30,3,BOTTOM,XL,Green
306,408-3870331-6287517,22/04/30,3,BOTTOM,XS,Green
307,408-3870331-6287517,22/04/30,3,BOTTOM,XXL,Green
308,407-2882576-2777135,22/04/30,4,BOTTOM,XXXL,Green
309,403-2256919-4846738,22/04/30,2,BOTTOM,L,Beige
310,403-2920089-2403567,22/04/30,1,BOTTOM,M,Beige
311,406-7792526-4685142,22/04/30,2,BOTTOM,S,Beige
312,406-7680255-6117120,22/04/30,3,BOTTOM,XL,Beige
313,402-4646784-8411501,22/04/30,2,BOTTOM,XS,Beige
314,405-2788163-4515521,22/04/30,2,BOTTOM,XXL,Beige
315,405-1757140-2025918,22/04/30,6,PANT,L,Grey
316,403-9105351-8453114,22/04/30,1,PANT,M,Grey
317,402-0503400-6235514,22/04/30,5,PANT,S,Grey
318,408-3201739-2676310,22/04/30,10,PANT,XL,Grey
319,171-8027093-8553945,22/04/30,21,PANT,XS,Grey
320,403-3331597-7637100,22/04/30,6,PANT,XXL,Grey
321,403-4424319-6635501,22/04/30,15,PANT,XXXL,Grey
322,403-0906375-2269150,22/04/30,136,PANT,L,"Navy Blue"
323,406-7261451-5682727,22/04/30,63,PANT,M,"Navy Blue"
324,407-5096970-7475550,22/04/30,134,PANT,S,"Navy Blue"
325,402-6566640-5417947,22/04/30,176,PANT,XL,"Navy Blue"
326,402-5302912-6805151,22/04/30,41,PANT,XS,"Navy Blue"
327,407-9707366-3029944,22/04/30,92,PANT,XXL,"Navy Blue"
328,402-1365379-0131533,22/04/30,102,PANT,XXXL,"Navy Blue"
329,408-5540360-9479519,22/04/30,1,PANT,L,Red
330,403-2079921-1244300,22/04/30,6,PANT,M,Red
331,402-8019936-6115500,22/04/30,6,PANT,S,Red
332,406-6711228-7576354,22/04/30,0,PANT,XL,Red
333,171-1425554-3718756,22/04/30,23,PANT,XS,Red
334,407-9906412-0889129,22/04/30,0,PANT,XXL,Red
335,408-8991303-6559523,22/04/30,3,PANT,XXXL,Red
336,408-6046797-8945127,22/04/30,14,PANT,L,Green
337,171-2134173-5385136,22/04/30,14,PANT,M,Green
338,171-2134173-5385136,22/04/30,37,PANT,S,Green
339,402-2155477-9353103,22/04/30,8,PANT,XL,Green
340,407-8580022-5578715,22/04/30,25,PANT,XS,Green
341,402-1572540-8678700,22/04/30,25,PANT,XXL,Green
342,171-1887627-9813158,22/04/30,16,PANT,XXXL,Green
343,408-7712483-3825907,22/04/30,2,PANT,L,Beige
344,402-3621298-2630741,22/04/30,4,PANT,M,Beige
345,404-8745561-3169903,22/04/30,1,PANT,S,Beige
346,404-1508602-9433941,22/04/30,2,PANT,XL,Beige
347,171-9371949-6030721,22/04/30,2,PANT,XS,Beige
348,171-2705563-6985105,22/04/30,0,PANT,XXL,Beige
349,171-3537751-4007556,22/04/30,1,PANT,XXXL,Beige
350,408-5990312-3581165,22/04/30,0,PANT,L,"Dark Green"
351,403-6062596-1220349,22/04/30,1,PANT,M,"Dark Green"
352,171-8220241-5105927,22/04/30,8,PANT,S,"Dark Green"
353,408-9405529-3743511,22/04/30,1,PANT,XL,"Dark Green"
354,402-3595365-1666728,22/04/30,7,PANT,XS,"Dark Green"
355,407-3271219-3762757,22/04/30,1,PANT,XXL,"Dark Green"
356,402-3660716-8589107,22/04/30,5,PANT,XXXL,"Dark Green"
357,171-3953233-6135505,22/04/30,43,PANT,L,Brown
358,402-5525660-2118707,22/04/30,6,PANT,M,Brown
359,406-9941718-1734719,22/04/30,56,PANT,S,Brown
360,171-1297873-2176339,22/04/30,13,PANT,XL,Brown
361,407-6401192-4057954,22/04/30,20,PANT,XS,Brown
362,406-3397500-8084361,22/04/30,56,PANT,XXL,Brown
363,171-9620288-8918704,22/04/30,50,PANT,XXXL,Brown
364,402-8089760-1132331,22/04/30,1,PANT,L,Pink
365,403-7042175-3905937,22/04/30,1,PANT,M,Pink
366,403-7042175-3905937,22/04/30,2,PANT,S,Pink
367,407-4629176-4141949,22/04/30,1,PANT,XL,Pink
368,171-7306449-0588335,22/04/30,5,PANT,XS,Pink
369,407-1396965-6726703,22/04/30,3,PANT,XXL,Pink
370,407-0624641-6557144,22/04/30,1,PANT,XXXL,Pink
371,405-8444009-8723509,22/04/30,0,PANT,L,"Turquoise Blue"
372,406-5729580-2175565,22/04/30,1,PANT,M,"Turquoise Blue"
373,404-2255967-5457950,22/04/30,1,PANT,S,"Turquoise Blue"
374,408-5020509-5674715,22/04/30,1,PANT,XL,"Turquoise Blue"
375,407-7642883-3094732,22/04/30,5,PANT,XS,"Turquoise Blue"
376,404-7608918-0571517,22/04/30,3,PANT,XXL,"Turquoise Blue"
377,171-6589781-2209965,22/04/30,2,PANT,XXXL,"Turquoise Blue"
378,405-9442254-2207515,22/04/30,0,PANT,L,Mustard
379,405-3071731-6600369,22/04/30,0,PANT,M,Mustard
380,404-6026001-1717923,22/04/30,4,PANT,S,Mustard
381,404-4026534-0431517,22/04/30,1,PANT,XL,Mustard
382,406-4970885-3273941,22/04/30,12,PANT,XS,Mustard
383,406-2942566-8263534,22/04/30,3,PANT,XXL,Mustard
384,406-7501816-7391539,22/04/30,4,PANT,XXXL,Mustard
385,408-3137526-3167563,22/04/30,3,PALAZZO,L,Red
386,408-5211576-2061139,22/04/30,10,PALAZZO,M,Red
387,406-9632792-8869139,22/04/30,8,PALAZZO,S,Red
388,408-7971979-8745937,22/04/30,6,PALAZZO,XL,Red
389,405-5166820-2566738,22/04/30,33,PALAZZO,XS,Red
390,405-8932002-4271522,22/04/30,3,PALAZZO,XXL,Red
391,404-1855398-2642751,22/04/30,6,PALAZZO,XXXL,Red
392,408-0912805-7526753,22/04/30,2,PALAZZO,L,Teal
393,402-2403704-9667560,22/04/30,4,PALAZZO,M,Teal
394,405-2569549-3466719,22/04/30,7,PALAZZO,S,Teal
395,405-2822825-3877133,22/04/30,3,PALAZZO,XL,Teal
396,171-5222377-4501935,22/04/30,21,PALAZZO,XS,Teal
397,171-2644368-7969167,22/04/30,3,PALAZZO,XXL,Teal
398,171-2644368-7969167,22/04/30,3,PALAZZO,XXXL,Teal
399,171-2644368-7969167,22/04/30,3,PALAZZO,L,Black
400,171-2644368-7969167,22/04/30,2,PALAZZO,M,Black
401,171-2644368-7969167,22/04/30,6,PALAZZO,S,Black
402,171-2644368-7969167,22/04/30,2,PALAZZO,XL,Black
403,171-1758807-7455529,22/04/30,30,PALAZZO,XS,Black
404,404-5848202-7366725,22/04/30,3,PALAZZO,XXL,Black
405,408-8224264-0017161,22/04/30,1,PALAZZO,XXXL,Black
406,408-6529937-6381928,22/04/30,2,PALAZZO,L,White
