index,"Order ID",Date,stock,category,size,color
1319,408-4996506-8266710,22/04/30,4,"KURTA SET",XS,Pink
1320,404-1063144-4567504,22/04/30,0,"KURTA SET",XXL,Pink
1321,405-4849949-2177966,22/04/30,0,"KURTA SET",XXXL,Pink
1322,405-3509555-3569962,22/04/30,1,"KURTA SET",L,Green
1323,407-2675096-0583503,22/04/30,2,"KURTA SET",M,Green
1324,406-1041016-3828369,22/04/30,4,"KURTA SET",S,Green
1325,406-9459295-8485143,22/04/30,2,"KURTA SET",XL,Green
1326,402-5188332-6308343,22/04/30,5,"KURTA SET",XS,Green
1327,406-1497026-9443544,22/04/30,3,"KURTA SET",XXL,Green
1328,407-2404727-1249969,22/04/30,3,"KURTA SET",XXXL,Green
1329,171-4975675-8067566,22/04/30,3,KURTA,L,Teal
1330,402-1383841-4914747,22/04/30,3,KURTA,M,Teal
1331,402-1383841-4914747,22/04/30,3,KURTA,S,Teal
1332,402-3381063-0781161,22/04/30,2,KURTA,XL,Teal
1333,405-0142994-5926769,22/04/30,3,KURTA,XS,Teal
1334,405-0142994-5926769,22/04/30,4,KURTA,XXL,Teal
1335,171-5861434-1964322,22/04/30,4,KURTA,XXXL,Teal
1336,402-1754049-5339508,22/04/30,2,KURTA,L,Orange
1337,407-7176346-6577130,22/04/30,1,KURTA,M,Orange
1338,171-7471032-1377954,22/04/30,1,KURTA,S,Orange
1339,407-9330793-8562715,22/04/30,1,KURTA,XL,Orange
1340,406-2706597-7728316,22/04/30,6,KURTA,XS,Orange
1341,407-5712671-6706754,22/04/30,3,KURTA,XXL,Orange
1342,405-7219738-1990732,22/04/30,3,KURTA,XXXL,Orange
1343,405-1094026-2299519,22/04/30,2,KURTA,L,Maroon
1344,407-3282858-0913944,22/04/30,3,KURTA,M,Maroon
1345,402-1638893-2241103,22/04/30,3,KURTA,S,Maroon
1346,405-6250851-2090735,22/04/30,2,KURTA,XL,Maroon
1347,405-6250851-2090735,22/04/30,3,KURTA,XS,Maroon
1348,171-2467885-1569149,22/04/30,2,KURTA,XXL,Maroon
1349,404-0449932-9629954,22/04/30,3,KURTA,XXXL,Maroon
1350,402-1401315-3619554,22/04/30,2,"KURTA SET",L,Cream
1351,402-1401315-3619554,22/04/30,2,"KURTA SET",M,Cream
1352,406-9346626-1090766,22/04/30,4,"KURTA SET",S,Cream
1353,406-9346626-1090766,22/04/30,3,"KURTA SET",XL,Cream
1354,406-8995271-5258726,22/04/30,8,"KURTA SET",XS,Cream
1355,171-3066579-6919546,22/04/30,3,"KURTA SET",XXL,Cream
1356,407-6618627-2735569,22/04/30,3,"KURTA SET",XXXL,Cream
1357,407-6618627-2735569,22/04/30,4,"KURTA SET",L,Green
1358,404-4101613-8698765,22/04/30,4,"KURTA SET",M,Green
1359,407-8484377-6352348,22/04/30,2,"KURTA SET",S,Green
1360,405-6804709-0721962,22/04/30,4,"KURTA SET",XL,Green
1361,402-8732531-3368305,22/04/30,2,"KURTA SET",XS,Green
1362,402-6215181-6909939,22/04/30,4,"KURTA SET",XXL,Green
1363,406-6149877-4428349,22/04/30,3,"KURTA SET",XXXL,Green
1364,404-1878913-2508340,22/04/30,20,KURTA,L,Black
1365,405-8865854-6698738,22/04/30,8,KURTA,M,Black
1366,402-8621105-4597938,22/04/30,49,KURTA,S,Black
1367,405-5500801-0525925,22/04/30,7,KURTA,XL,Black
1368,408-5483838-3718753,22/04/30,38,KURTA,XS,Black
1369,406-1164579-6683530,22/04/30,40,KURTA,XXL,Black
1370,408-6073728-9997937,22/04/30,48,KURTA,XXXL,Black
1371,171-4087347-7742747,22/04/30,3,"KURTA SET",L,White
1372,406-1514096-9385942,22/04/30,11,"KURTA SET",M,White
1373,171-9958086-9451518,22/04/30,24,"KURTA SET",S,White
1374,171-5430213-1149123,22/04/30,5,"KURTA SET",XL,White
1375,404-1191982-9809906,22/04/30,38,"KURTA SET",XS,White
1376,408-5971659-9029114,22/04/30,9,"KURTA SET",XXL,White
1377,408-4215371-7192332,22/04/30,12,"KURTA SET",XXXL,White
1378,407-8062189-9145935,22/04/30,2,KURTA,L,Red
1379,408-8273159-4265105,22/04/30,3,KURTA,M,Red
1380,406-1773396-9113929,22/04/30,2,KURTA,S,Red
1381,405-9070448-4342702,22/04/30,0,KURTA,XL,Red
1382,406-9519650-1279553,22/04/30,5,KURTA,XS,Red
1383,407-0989654-7566753,22/04/30,2,KURTA,XXL,Red
1384,402-6838728-2080356,22/04/30,0,KURTA,XXXL,Red
1385,406-6108234-4893144,22/04/30,6,KURTA,L,"Navy Blue"
1386,408-8508163-2703561,22/04/30,4,KURTA,M,"Navy Blue"
1387,408-8508163-2703561,22/04/30,6,KURTA,S,"Navy Blue"
1388,408-8508163-2703561,22/04/30,6,KURTA,XL,"Navy Blue"
1389,408-8508163-2703561,22/04/30,8,KURTA,XS,"Navy Blue"
1390,408-1625494-4314764,22/04/30,3,KURTA,XXL,"Navy Blue"
1391,404-7774066-3345127,22/04/30,4,KURTA,XXXL,"Navy Blue"
1392,406-4656220-1004313,22/04/30,2,"KURTA SET",L,White
1393,406-4656220-1004313,22/04/30,0,"KURTA SET",M,White
1394,406-2621182-9937108,22/04/30,3,"KURTA SET",S,White
1395,405-3917043-5026760,22/04/30,2,"KURTA SET",XL,White
1396,405-4532793-6565913,22/04/30,3,"KURTA SET",XS,White
1397,171-8115772-7549114,22/04/30,4,"KURTA SET",XXL,White
1398,404-4228942-1996343,22/04/30,2,"KURTA SET",XXXL,White
1399,171-2933002-7667544,22/04/30,1,KURTA,L,Blue
1400,171-8354779-8514738,22/04/30,1,KURTA,M,Blue
1401,407-1738255-7871543,22/04/30,2,KURTA,S,Blue
1402,407-6756181-8208303,22/04/30,1,KURTA,XL,Blue
1403,408-8144264-8325917,22/04/30,3,KURTA,XS,Blue
1404,408-8144264-8325917,22/04/30,1,KURTA,XXL,Blue
1405,171-6293462-6370760,22/04/30,2,KURTA,XXXL,Blue
1406,402-2000546-7525961,22/04/30,2,KURTA,L,Orange
1407,402-9646648-6741100,22/04/30,7,KURTA,M,Orange
1408,407-9973562-6335530,22/04/30,11,KURTA,S,Orange
1409,408-4023413-3491556,22/04/30,5,KURTA,XL,Orange
1410,408-1556916-5571531,22/04/30,32,KURTA,XS,Orange
1411,171-4796944-6041923,22/04/30,0,KURTA,XXL,Orange
1412,407-9815175-7715562,22/04/30,2,KURTA,XXXL,Orange
1413,405-9620802-9307524,22/04/30,2,"KURTA SET",L,Green
1414,171-1979326-0273917,22/04/30,2,"KURTA SET",M,Green
1415,171-9872005-3617935,22/04/30,2,"KURTA SET",S,Green
1416,402-9551731-4261929,22/04/30,0,"KURTA SET",XL,Green
1417,406-2834206-2650740,22/04/30,3,"KURTA SET",XS,Green
1418,406-3606209-0480305,22/04/30,2,"KURTA SET",XXL,Green
1419,171-9737328-9068339,22/04/30,0,"KURTA SET",XXXL,Green
1420,403-9386300-6961110,22/04/30,0,"KURTA SET",L,Red
1421,405-4550346-5805109,22/04/30,1,"KURTA SET",M,Red
1422,405-9154802-4417130,22/04/30,1,"KURTA SET",S,Red
1423,171-5817102-9354721,22/04/30,0,"KURTA SET",XL,Red
1424,407-8466193-3697907,22/04/30,4,"KURTA SET",XS,Red
1425,171-1732527-3258704,22/04/30,0,"KURTA SET",XXL,Red
1426,405-3476222-0986719,22/04/30,1,"KURTA SET",XXXL,Red
1427,405-1137081-1850730,22/04/30,1,"KURTA SET",L,Black
1428,408-0798497-0715560,22/04/30,1,"KURTA SET",S,Black
1429,405-7872305-8756356,22/04/30,3,"KURTA SET",XL,Black
1430,406-8775662-6040352,22/04/30,2,"KURTA SET",XS,Black
1431,406-5635751-7814744,22/04/30,3,"KURTA SET",XXL,Black
1432,405-8000234-4237120,22/04/30,1,"KURTA SET",XXXL,Black
1433,171-6410613-7767548,22/04/30,1,"KURTA SET",L,Mustard
1434,408-1323988-1333949,22/04/30,0,"KURTA SET",M,Mustard
1435,404-2194126-7585156,22/04/30,1,"KURTA SET",S,Mustard
1436,403-1626761-4112302,22/04/30,0,"KURTA SET",XL,Mustard
1437,404-3977864-9744321,22/04/30,0,"KURTA SET",XS,Mustard
1438,405-8652327-9918748,22/04/30,0,"KURTA SET",XXL,Mustard
1439,407-3447065-7292334,22/04/30,0,"KURTA SET",XXXL,Mustard
1440,406-3241678-9712310,22/04/30,3,"KURTA SET",L,Teal
1441,408-6590726-6670722,22/04/30,3,"KURTA SET",M,Teal
1442,408-3443568-9779520,22/04/30,2,"KURTA SET",S,Teal
1443,408-3443568-9779520,22/04/30,13,"KURTA SET",XL,Teal
1444,406-2223897-1184313,22/04/30,2,"KURTA SET",XS,Teal
1445,402-6990848-8176361,22/04/30,30,"KURTA SET",XXL,Teal
1446,404-6137662-6606727,22/04/30,15,"KURTA SET",XXXL,Teal
1447,404-1528651-8384308,22/04/30,1,"KURTA SET",L,Green
1448,171-8224036-3044323,22/04/30,5,"KURTA SET",M,Green
1449,403-3986638-7292365,22/04/30,2,"KURTA SET",S,Green
1450,404-9445554-0009126,22/04/30,9,"KURTA SET",XL,Green
1451,403-1177905-6744330,22/04/30,9,"KURTA SET",XS,Green
1452,171-2455701-0960350,22/04/30,7,"KURTA SET",XXL,Green
1453,406-7604735-7129135,22/04/30,21,"KURTA SET",XXXL,Green
1454,405-0190551-1582739,22/04/30,0,KURTA,L,White
1455,406-0260556-1768361,22/04/30,0,KURTA,M,White
1456,171-8602675-3441906,22/04/30,2,KURTA,S,White
1457,407-9815105-0249903,22/04/30,0,KURTA,XL,White
1458,406-3314085-6102757,22/04/30,5,KURTA,XS,White
1459,407-0041312-7583565,22/04/30,0,KURTA,XXL,White
1460,406-5212808-4982747,22/04/30,0,KURTA,XXXL,White
1461,404-6182045-6773137,22/04/30,2,KURTA,L,Black
1462,404-4842089-9100365,22/04/30,1,KURTA,M,Black
1463,403-9762872-1529112,22/04/30,7,KURTA,S,Black
1464,407-9199038-5476330,22/04/30,0,KURTA,XL,Black
1465,402-9985740-6994711,22/04/30,17,KURTA,XS,Black
1466,171-2032233-0305133,22/04/30,3,KURTA,XXL,Black
1467,406-9684593-1409145,22/04/30,0,KURTA,XXXL,Black
1468,403-5898805-1425935,22/04/30,3,KURTA,L,Green
1469,403-5103230-8961927,22/04/30,3,KURTA,M,Green
1470,407-5818545-8129135,22/04/30,3,KURTA,S,Green
1471,171-6251170-5071549,22/04/30,3,KURTA,XL,Green
1472,404-9371281-1603507,22/04/30,4,KURTA,XS,Green
1473,405-0890112-1339513,22/04/30,4,KURTA,XXL,Green
1474,406-9300151-3458725,22/04/30,2,KURTA,XXXL,Green
1475,406-6779001-4088358,22/04/30,2,DRESS,L,Blue
1476,406-7355996-4809118,22/04/30,3,DRESS,M,Blue
1477,406-2947501-1309952,22/04/30,25,DRESS,S,Blue
1478,408-7235380-6991554,22/04/30,18,DRESS,XL,Blue
1479,408-7235380-6991554,22/04/30,0,DRESS,XS,Blue
1480,408-7235380-6991554,22/04/30,2,DRESS,XXL,Blue
1481,408-3526661-0965957,22/04/29,3,DRESS,XXXL,Blue
1482,171-7796625-7797904,22/04/29,4,DRESS,L,Green
1483,407-2558196-2748319,22/04/29,3,DRESS,M,Green
1484,406-6182057-8958767,22/04/29,6,DRESS,S,Green
1485,406-1017854-8859535,22/04/29,21,DRESS,XL,Green
1486,408-5558170-0080344,22/04/29,2,DRESS,XS,Green
1487,408-6539891-7501929,22/04/29,2,DRESS,XXL,Green
1488,403-7315245-3669152,22/04/29,3,DRESS,XXXL,Green
1489,408-2874655-3175563,22/04/29,1,DRESS,L,Multicolor
1490,404-4306865-0981913,22/04/29,0,DRESS,M,Multicolor
1491,403-4542311-7044317,22/04/29,1,DRESS,S,Multicolor
1492,171-0158245-0603546,22/04/29,2,DRESS,XL,Multicolor
1493,403-2800448-9777102,22/04/29,2,DRESS,XS,Multicolor
1494,406-9770854-6341932,22/04/29,2,DRESS,XXL,Multicolor
1495,405-4902484-1345110,22/04/29,2,DRESS,XXXL,Multicolor
1496,408-6341256-3049926,22/04/29,2,KURTA,L,Green
1497,404-3238914-2028337,22/04/29,2,KURTA,M,Green
1498,403-6389579-5134733,22/04/29,13,KURTA,S,Green
1499,403-4194116-1065901,22/04/29,2,KURTA,XL,Green
1500,407-4541519-9436312,22/04/29,62,KURTA,XS,Green
1501,407-6760175-6669900,22/04/29,20,KURTA,XXL,Green
1502,407-6495811-4753108,22/04/29,11,KURTA,XXXL,Green
1503,402-2193143-0845955,22/04/29,9,DRESS,L,Black
1504,402-9851200-0350750,22/04/29,5,DRESS,M,Black
1505,402-5803194-1716337,22/04/29,51,DRESS,S,Black
1506,403-8704823-5525134,22/04/29,48,DRESS,XL,Black
1507,404-5595821-0990765,22/04/29,9,DRESS,XS,Black
1508,405-3993118-8151554,22/04/29,27,DRESS,XXL,Black
1509,406-3346143-7743523,22/04/29,4,DRESS,XXXL,Black
1510,171-4028625-9042722,22/04/29,43,DRESS,L,White
1511,171-2863176-0009922,22/04/29,73,DRESS,M,White
1512,171-2863176-0009922,22/04/29,30,DRESS,S,White
1513,403-7636061-4537944,22/04/29,78,DRESS,XL,White
1514,407-8545004-0009147,22/04/29,10,DRESS,XS,White
1515,407-1311979-3264324,22/04/29,33,DRESS,XXL,White
1516,402-4340811-5375517,22/04/29,39,DRESS,XXXL,White
1517,405-6955975-9279523,22/04/29,3,DRESS,L,Blue
1518,405-7767733-4883539,22/04/29,2,DRESS,M,Blue
1519,171-9012028-5817164,22/04/29,4,DRESS,S,Blue
1520,406-5758486-5375549,22/04/29,3,DRESS,XL,Blue
1521,406-4278703-0100325,22/04/29,28,DRESS,XS,Blue
1522,406-6329810-4783512,22/04/29,1,DRESS,XXL,Blue
1523,405-1000228-4666743,22/04/29,0,DRESS,XXXL,Blue
1524,404-3737574-8133963,22/04/29,0,TOP,L,Blue
1525,407-9868288-0295567,22/04/29,0,TOP,M,Blue
1526,171-7690303-7157924,22/04/29,0,TOP,S,Blue
1527,408-9583112-6153101,22/04/29,0,TOP,XL,Blue
1528,408-4896428-3016310,22/04/29,0,TOP,XS,Blue
1529,408-9162865-2217162,22/04/29,1,TOP,XXL,Blue
1530,404-7280745-6277120,22/04/29,0,TOP,XXXL,Blue
1531,403-6699640-7919568,22/04/29,2,DRESS,L,Rust
1532,403-0138700-0733935,22/04/29,1,DRESS,M,Rust
1533,407-3402984-0581936,22/04/29,1,DRESS,S,Rust
1534,403-0547905-9053123,22/04/29,2,DRESS,XL,Rust
1535,406-5651256-4804346,22/04/29,4,DRESS,XS,Rust
1536,402-7300171-9417149,22/04/29,4,DRESS,XXL,Rust
1537,402-4075296-7169152,22/04/29,2,DRESS,XXXL,Rust
1538,403-5348116-8269147,22/04/29,38,"KURTA SET",L,Mustard
1539,405-4709716-6469134,22/04/29,40,"KURTA SET",M,Mustard
1540,405-2114640-3594728,22/04/29,46,"KURTA SET",S,Mustard
1541,404-7764990-8097141,22/04/29,37,"KURTA SET",XL,Mustard
1542,407-1804307-9801915,22/04/29,50,"KURTA SET",XS,Mustard
1543,407-1804307-9801915,22/04/29,33,"KURTA SET",XXL,Mustard
1544,402-3401176-7354747,22/04/29,18,"KURTA SET",XXXL,Mustard
1545,406-9402998-2954731,22/04/29,143,"KURTA SET",L,Red
1546,403-1222042-8013921,22/04/29,145,"KURTA SET",M,Red
1547,403-6784069-3189967,22/04/29,112,"KURTA SET",S,Red
1548,405-4403409-7375553,22/04/29,91,"KURTA SET",XL,Red
1549,406-4826302-0651534,22/04/29,104,"KURTA SET",XS,Red
1550,405-9188153-2229950,22/04/29,48,"KURTA SET",XXL,Red
1551,403-4036039-6253116,22/04/29,44,"KURTA SET",XXXL,Red
1552,403-1044773-8927556,22/04/29,7,DRESS,L,Orange
1553,404-9128841-2663546,22/04/29,4,DRESS,M,Orange
1554,405-6220605-3735564,22/04/29,20,DRESS,S,Orange
1555,405-2812521-7830708,22/04/29,6,DRESS,XL,Orange
1556,405-0872631-6885912,22/04/29,45,DRESS,XS,Orange
1557,405-5857636-6725930,22/04/29,4,DRESS,XXL,Orange
1558,403-2464746-2140361,22/04/29,4,DRESS,XXXL,Orange
1559,404-8275879-8967507,22/04/29,3,TOP,L,Orange
1560,405-3603310-7293153,22/04/29,3,TOP,M,Orange
1561,408-2507164-5337918,22/04/29,52,TOP,S,Orange
1562,407-4481525-0793109,22/04/29,3,TOP,XL,Orange
1563,407-7566435-1837162,22/04/29,32,TOP,XS,Orange
1564,407-9290394-4403500,22/04/29,2,TOP,XXL,Orange
1565,403-4714019-2209928,22/04/29,3,TOP,XXXL,Orange
1566,405-6458874-9383538,22/04/29,2,DRESS,L,Pink
1567,405-6458874-9383538,22/04/29,3,DRESS,M,Pink
1568,171-0998566-1481905,22/04/29,9,DRESS,S,Pink
1569,402-9507468-0522762,22/04/29,3,DRESS,XL,Pink
1570,408-4091370-4293113,22/04/29,19,DRESS,XS,Pink
1571,403-7625556-5684369,22/04/29,2,DRESS,XXL,Pink
1572,406-3397253-1156318,22/04/29,2,DRESS,XXXL,Pink
1573,404-6961589-0653957,22/04/29,4,KURTA,L,Pink
1574,404-3964962-8452335,22/04/29,2,KURTA,M,Pink
1575,408-8283561-9582706,22/04/29,36,KURTA,S,Pink
1576,408-5062774-0602746,22/04/29,0,KURTA,XL,Pink
1577,405-5427791-9905965,22/04/29,36,KURTA,XS,Pink
1578,406-5628650-5866760,22/04/29,3,KURTA,XXL,Pink
1579,408-5740418-3927504,22/04/29,1,KURTA,XXXL,Pink
1580,407-8988506-2665963,22/04/29,2,DRESS,L,"Sky Blue"
1581,171-6176410-6487513,22/04/29,5,DRESS,M,"Sky Blue"
1582,408-8079090-8044333,22/04/29,13,DRESS,S,"Sky Blue"
1583,408-3586969-6558706,22/04/29,2,DRESS,XL,"Sky Blue"
1584,171-4519721-7419566,22/04/29,37,DRESS,XS,"Sky Blue"
1585,402-6409401-9687537,22/04/29,3,DRESS,XXL,"Sky Blue"
1586,405-6729502-9303510,22/04/29,1,DRESS,XXXL,"Sky Blue"
1587,171-4919127-5482722,22/04/29,0,KURTA,L,Multicolor
1588,405-8958398-6482715,22/04/29,1,KURTA,M,Multicolor
1589,402-9672397-0079540,22/04/29,1,KURTA,S,Multicolor
1590,402-3628346-9318700,22/04/29,0,KURTA,XL,Multicolor
1591,406-0518095-2232345,22/04/29,2,KURTA,XS,Multicolor
1592,402-6820061-7545105,22/04/29,1,KURTA,XXL,Multicolor
1593,407-9194491-8463513,22/04/29,1,KURTA,XXXL,Multicolor
1594,405-2987531-6134720,22/04/29,2,TOP,L,Blue
1595,403-0850388-6142751,22/04/29,1,TOP,M,Blue
1596,402-7136610-9697151,22/04/29,4,TOP,S,Blue
1597,405-3956202-4339562,22/04/29,3,TOP,XL,Blue
1598,404-9229707-7774702,22/04/29,19,TOP,XS,Blue
1599,403-1541384-9341954,22/04/29,4,TOP,XXL,Blue
1600,402-0120806-3840302,22/04/29,3,TOP,XXXL,Blue
1601,407-3147250-8940369,22/04/29,1,DRESS,L,Blue
1602,407-3147250-8940369,22/04/29,0,DRESS,M,Blue
1603,408-8440354-5115563,22/04/29,13,DRESS,S,Blue
1604,404-6352464-1438740,22/04/29,1,DRESS,XL,Blue
1605,408-3842772-5524356,22/04/29,73,DRESS,XS,Blue
1606,171-9048559-2135514,22/04/29,2,DRESS,XXL,Blue
1607,405-4757363-5120328,22/04/29,0,DRESS,XXXL,Blue
1608,404-5117026-5321945,22/04/29,0,TOP,L,Blue
1609,402-0245449-5969170,22/04/29,7,TOP,M,Blue
1610,406-1311280-7965926,22/04/29,1,TOP,S,Blue
1611,403-7874530-3249149,22/04/29,30,TOP,XL,Blue
1612,402-9962768-1351548,22/04/29,2,TOP,XS,Blue
1613,406-1999740-8230727,22/04/29,16,TOP,XXL,Blue
1614,405-7370204-9776334,22/04/29,47,TOP,XXXL,Blue
1615,405-7790745-1369118,22/04/29,3,DRESS,L,Red
1616,405-7790745-1369118,22/04/29,3,DRESS,M,Red
1617,408-5709501-1529125,22/04/29,29,DRESS,S,Red
1618,405-7299573-7231506,22/04/29,2,DRESS,XL,Red
1619,403-5774036-2852304,22/04/29,43,DRESS,XS,Red
1620,404-9031061-5027543,22/04/29,2,DRESS,XXL,Red
1621,402-1388437-8475549,22/04/29,2,DRESS,XXXL,Red
1622,407-7446141-1880338,22/04/29,1,TOP,L,Maroon
1623,408-6785504-0796348,22/04/29,0,TOP,M,Maroon
1624,403-7228709-0222712,22/04/29,0,TOP,S,Maroon
1625,404-3526690-9890731,22/04/29,1,TOP,XL,Maroon
1626,402-8410486-2041919,22/04/29,4,TOP,XS,Maroon
1627,402-0162039-3313119,22/04/29,3,TOP,XXL,Maroon
1628,402-5912939-0922768,22/04/29,2,TOP,XXXL,Maroon
1629,407-7191081-6605109,22/04/29,7,KURTA,L,Maroon
1630,405-6323401-8800310,22/04/29,9,KURTA,M,Maroon
1631,171-0555476-0721148,22/04/29,32,KURTA,S,Maroon
1632,408-2557904-6025939,22/04/29,8,KURTA,XL,Maroon
1633,406-2189501-9092346,22/04/29,37,KURTA,XS,Maroon
1634,403-6411802-4794740,22/04/29,14,KURTA,XXL,Maroon
1635,404-9580105-7424301,22/04/29,3,KURTA,XXXL,Maroon
1636,405-5178497-1050744,22/04/29,1,TOP,L,Green
1637,408-6482890-9764330,22/04/29,0,TOP,M,Green
1638,407-1335057-7965130,22/04/29,37,TOP,S,Green
1639,406-2781097-3823508,22/04/29,2,TOP,XL,Green
1640,404-6916163-7013154,22/04/29,49,TOP,XS,Green
1641,402-8132023-1842733,22/04/29,7,TOP,XXL,Green
1642,405-6753440-6181923,22/04/29,1,TOP,XXXL,Green
1643,405-0598775-3586762,22/04/29,1,KURTA,L,Green
1644,408-9006941-6047526,22/04/29,0,KURTA,M,Green
1645,171-2306122-3329121,22/04/29,9,KURTA,S,Green
1646,404-0279072-0109104,22/04/29,0,KURTA,XL,Green
1647,402-8121209-0495550,22/04/29,3,KURTA,XS,Green
1648,408-8417428-3089129,22/04/29,2,KURTA,XXL,Green
1649,171-4406703-3156313,22/04/29,2,KURTA,XXXL,Green
1650,407-0766063-4556330,22/04/29,2,TOP,L,Multicolor
1651,171-2002315-6616312,22/04/29,4,TOP,M,Multicolor
1652,403-3588045-5336317,22/04/29,1,TOP,S,Multicolor
1653,405-7352746-3463538,22/04/29,1,TOP,XL,Multicolor
1654,408-4134499-1354740,22/04/29,2,TOP,XS,Multicolor
1655,408-4134499-1354740,22/04/29,1,TOP,XXL,Multicolor
1656,408-5438962-6973104,22/04/29,1,TOP,XXXL,Multicolor
1657,403-2943527-9844327,22/04/29,10,KURTA,L,Multicolor
1658,405-7165029-6882709,22/04/29,5,KURTA,M,Multicolor
1659,407-7701270-2757116,22/04/29,4,KURTA,S,Multicolor
1660,404-6150771-3089143,22/04/29,6,KURTA,XL,Multicolor
1661,406-2063526-4681166,22/04/29,18,KURTA,XS,Multicolor
1662,408-1211125-1587522,22/04/29,7,KURTA,XXL,Multicolor
1663,407-1280746-9995549,22/04/29,6,KURTA,XXXL,Multicolor
1664,402-5600672-9096358,22/04/29,1,DRESS,L,Pink
1665,402-2994221-1495542,22/04/29,1,DRESS,M,Pink
1666,403-7224450-4672340,22/04/29,3,DRESS,S,Pink
1667,171-3723297-8533156,22/04/29,2,DRESS,XL,Pink
1668,402-8855214-7037161,22/04/29,4,DRESS,XS,Pink
1669,171-8413255-5212302,22/04/29,2,DRESS,XXL,Pink
1670,404-1401189-7552363,22/04/29,2,DRESS,XXXL,Pink
1671,408-1801721-0061100,22/04/29,3,TOP,L,Pink
1672,403-7515075-4352354,22/04/29,4,TOP,M,Pink
1673,171-0691829-0413967,22/04/29,18,TOP,S,Pink
1674,406-9367112-1579562,22/04/29,3,TOP,XL,Pink
1675,402-4318384-1219507,22/04/29,22,TOP,XS,Pink
1676,406-6810611-2165928,22/04/29,2,TOP,XXL,Pink
1677,408-0963298-6339516,22/04/29,1,TOP,XXXL,Pink
1678,403-1171676-5803524,22/04/29,2,"KURTA SET",L,"OFF WHITE"
1679,406-3440292-2916354,22/04/29,0,"KURTA SET",M,"OFF WHITE"
1680,406-4943813-6257104,22/04/29,0,"KURTA SET",S,"OFF WHITE"
1681,405-4426956-2638704,22/04/29,1,"KURTA SET",XL,"OFF WHITE"
1682,405-4426956-2638704,22/04/29,2,"KURTA SET",XS,"OFF WHITE"
1683,405-0904589-0449938,22/04/29,1,"KURTA SET",XXL,"OFF WHITE"
1684,403-2710130-4606705,22/04/29,0,"KURTA SET",XXXL,"OFF WHITE"
1685,408-6208151-5607534,22/04/29,1,TOP,L,"OFF WHITE"
1686,408-9451450-4342710,22/04/29,0,TOP,M,"OFF WHITE"
1687,402-8730642-8549128,22/04/29,2,TOP,S,"OFF WHITE"
1688,404-2543507-2754701,22/04/29,1,TOP,XL,"OFF WHITE"
1689,404-0491884-0382749,22/04/29,0,TOP,XS,"OFF WHITE"
1690,171-2039494-4641119,22/04/29,0,TOP,XXL,"OFF WHITE"
1691,403-8924591-8659559,22/04/29,0,TOP,XXXL,"OFF WHITE"
1692,404-8989868-5325929,22/04/29,4,KURTA,L,Orange
1693,404-8989868-5325929,22/04/29,3,KURTA,M,Orange
1694,408-4858328-8941104,22/04/29,5,KURTA,S,Orange
1695,407-8910545-4029964,22/04/29,8,KURTA,XL,Orange
1696,404-9817487-8322703,22/04/29,7,KURTA,XS,Orange
1697,171-7758250-6622740,22/04/29,2,KURTA,XXL,Orange
1698,402-2191949-0899524,22/04/29,5,KURTA,XXXL,Orange
1699,171-1711118-6138764,22/04/29,2,DRESS,L,"OFF WHITE"
1700,404-9231673-5888367,22/04/29,2,DRESS,M,"OFF WHITE"
1701,407-9040108-6689964,22/04/29,6,DRESS,S,"OFF WHITE"
1702,408-7843376-7307514,22/04/29,0,DRESS,XL,"OFF WHITE"
1703,402-6880220-5223545,22/04/29,8,DRESS,XS,"OFF WHITE"
1704,403-9422897-6435506,22/04/29,1,DRESS,XXL,"OFF WHITE"
1705,407-1233874-0563510,22/04/29,0,"KURTA SET",L,Black
1706,405-6168082-3380362,22/04/29,0,"KURTA SET",M,Black
1707,407-3747599-6128305,22/04/29,2,"KURTA SET",S,Black
1708,402-5201553-6325907,22/04/29,2,"KURTA SET",XL,Black
1709,408-9008620-6061118,22/04/29,5,"KURTA SET",XS,Black
1710,171-7890160-8852316,22/04/29,6,"KURTA SET",XXL,Black
1711,171-6289011-1937908,22/04/29,2,"KURTA SET",XXXL,Black
1712,171-6289011-1937908,22/04/29,2,KURTA,L,Black
1713,171-1910092-3713144,22/04/29,0,KURTA,M,Black
1714,171-1910092-3713144,22/04/29,9,KURTA,S,Black
1715,407-8103303-9578732,22/04/29,1,KURTA,XL,Black
1716,404-3034187-1901108,22/04/29,19,KURTA,XS,Black
1717,404-3034187-1901108,22/04/29,5,KURTA,XXL,Black
1718,404-3034187-1901108,22/04/29,0,KURTA,XXXL,Black
1719,406-6469499-6291525,22/04/29,2,KURTA,L,"OFF WHITE"
1720,406-7469828-9698734,22/04/29,2,KURTA,M,"OFF WHITE"
1721,408-8021858-7145918,22/04/29,3,KURTA,S,"OFF WHITE"
1722,404-1878228-2086766,22/04/29,2,KURTA,XL,"OFF WHITE"
1723,407-0693936-4927507,22/04/29,0,KURTA,XS,"OFF WHITE"
1724,406-4796841-5342705,22/04/29,3,KURTA,XXL,"OFF WHITE"
1725,404-7100189-6173140,22/04/29,1,KURTA,XXXL,"OFF WHITE"
1726,404-2039483-5926748,22/04/29,10,TOP,L,Orange
1727,408-9273940-2609910,22/04/29,68,TOP,M,Orange
1728,171-2687114-9951522,22/04/29,37,TOP,S,Orange
1729,408-5511269-0005127,22/04/29,12,TOP,XL,Orange
